,Title,Link,Genre,Author,Description
62,920 Câu Trắc Nghiệm Toán Luyện Thi Tốt Nghiệp Phổ Thông - Đại Học - Cao Đẳng,https://khosachonline.com/sach/920-ca-u-tra-c-nghie-m-toa-n-luye-n-thi-to-t-nghie-p-pho-tho-ng-da-i-ho-c-cao-da-ng,Tài Liệu Học Tập,Trần Văn Toàn- Phạm An Hòa,"920 Câu Trắc Nghiệm Toán Luyện Thi Tốt Nghiệp Phổ Thông - Đại Học - Cao Đẳng được biên soạn theo phương pháp thi mới nhằm giúp các em làm quen với trắc nghiệm toán học. Sách được chia làm 4 phần:
Phần 1: Giới thiệu cấu trúc đề thi THPT ĐHCĐ của Bộ giáo dục và đào tạo
Phần 2: Giới thiệu 20 đề theo cấu trúc của Bộ giáo dục và đào tạo
Phần 3: Giới thiệu 3 đề thi mẫu của Bộ giáo dục
Phần 4: Đáp án và lời giải chi tiết"
63,400 Bài Toán Nâng Cao Vật Lý 10,https://khosachonline.com/sach/400-bai-toan-nang-cao-vat-ly-10,Tài Liệu Học Tập,Trần Trọng Hưng,400 Bài Toán Nâng Cao Vật Lý 10 đượcđược phân loại theo chủ đề với đủ các dạng bài tập từ cơ bản đến nâng cao với lời giải chi tiết giúp các bạn dễ dàng hiểu và mở rộng cho các bài tập khác.
64,27 Đề Trắc Nghiệm Tiếng Anh 12 - Có Đáp Án,https://khosachonline.com/sach/27-de-trac-nghiem-tieng-anh-12-co-dap-an,Tài Liệu Học Tập,Lưu Hoằng Trí,"Tập sách “27 Đề Trắc Nghiệm Tiếng Anh 12 Có Đáp Án” do thầy Lưu Hoằng Trí biên soạn, gồm  27 đề thi Tiếng Anh theo cấu trúc đề thi mới của Bộ Giáo Dục. Giúp các bạn luyện tập nâng cao kiến thức, chuyển bị tốt nhất cho kì thi thpt quốc gia."
65,Phương Pháp Tư Duy Giải Nhanh Trắc Nghiệm Toán 12,https://khosachonline.com/sach/phuong-phap-tu-duy-giai-nhanh-trac-nghiem-toan-12,Tài Liệu Học Tập,Nguyễn Bá Tuấn,"Nội dung chính: Tài liệu ôn thi THPT Quốc gia môn Toán, Giái nhanh trắc nghiệm Toán, Tài liệu học tập Toán 12
Năm phát hành: 2017
Số trang: 335
Giới thiệu sơ lược: Để sử dụng sách hiệu quả cần lưu ý:
+ Đọc và học các phương pháp tư duy
+ Luyện tập thường xuyên với các bài tập trong sách
+ Ghi chú, ghi chép và đánh dấu các mục cần ghi nhớ
+ Trao đổi với thầy cô, bạn bè khi gặp khó khăn hoặc vướng mắc"
66,Thủ Thuật Casio Giải Nhanh Trắc Nghiệm Toán 12,https://khosachonline.com/sach/thu-thuat-casio-giai-nhanh-trac-nghiem-toan-12,Tài Liệu Học Tập,Vương Thanh Bình,"Tên tài liệu: Thủ thuật Casio giải nhanh trắc nghiệm Toán 12
Tác giả: Vương Thanh Bình
Nội dung chính: Phương pháp sử dụng máy tính Casio trong giải Toán
Năm phát hành: 2017
Số trang: 312
Giới thiệu sơ lược: 
Cuốn sách gồm 5 phần trong chương trình Toán lớp 12, 5 phần này bao gồm:
+ 8 thủ thuật tư duy Casio tìm nhanh GTLN, GTNN, tính đồng biến, nghịch biến, cực trị, tiếp tuyến, giới hạn, đạo hàm … của hàm số, tìm nhanh tiệm cận, sự tương giao của đồ thị hàm số.

+ 9 thủ thuật tư duy Casio tìm nhanh nghiệm, số nghiệm của phương trình, bất phương trình mũ – logarit, so sánh 2 đại lượng mũ – logarit, tính giá trị biểu thức mũ – logarit.

+ 6 thủ thuật tư duy Casio tìm nhanh nguyên hàm – tích phân, diện tích hình phẳng, thể tích khối tròn xoay, quãng đường vật chuyển động, giải các bài toán hạn chế máy tính Casio.

+ 5 thủ thuật tư duy Casio giải nhanh bài toán vị trí tương đối, góc, khoảng cách, thể tích, hình chiếu vuông góc trong hình tọa độ không gian Oxyz.

+ 5 thủ thuật tư duy Casio giải nhanh bài toán tìm số phức, mô-đun, số phức liên hợp, số phức nghịch đảo, acgument số phức, biểu diễn hình học số phức, quỹ tích điểm biểu diễn số phức, tìm min-max mô-đun số phức, giải phương trình số phức."
67,Hướng Dẫn Sử Dụng Và Giải Toán Trên Máy Tính Casio,https://khosachonline.com/sach/huong-dan-su-dung-va-giai-toan-tren-may-tinh-casio,Tài Liệu Học Tập,Nguyễn Trường Chấn - Nguyễn Thế Thạch,"Nội dung chính: Hướng dẫn sử dụng máy tính Casio f(x) 570ES trong giải các bài toán lớp 10, 11 và 12
Số trang: 137
Giới thiệu sơ lược: Sách dành cho các khối THPT và học sinh ôn luyện thi THPT Quốc gia"
68,Bộ Đề Tinh Túy Ôn Thi Thpt Quốc Gia 2017 Môn Ngữ Văn,https://khosachonline.com/sach/bo-de-tinh-tuy-on-thi-thpt-quoc-gia-2017-mon-ngu-van,Tài Liệu Học Tập,Lovebook,"Nội dung chính: Tài liệu ôn thi THPT Quốc gia môn Ngữ Văn, Đề thi thử THPT Quốc gia môn Ngữ Văn 2017, Tài liệu Lovebook môn Ngữ Văn
Năm phát hành: 2017
Số trang: 340
Giới thiệu sơ lược: Sách gồm 60 đề thi thử THPT Quốc gia 2017 môn Ngữ Văn có hướng dẫn làm bài"
69,Giải Bộ Đề Trắc Nghiệm Kỳ Thi Thpt Môn Toán,https://khosachonline.com/sach/giai-bo-de-trac-nghiem-ky-thi-thpt-mon-toan,Tài Liệu Học Tập,Lê Hồng Đức,"Nội dung chính: Bộ đề thi thử môn Toán có lời giải chi tiết
Năm phát hành: N/A
Số trang: 408
Giới thiệu sơ lược: Sách giải các đề thi thử môn Toán, hướng dẫn lựa chọn trắc nghiệm qua các phương pháp:
+ Lời giải tự luận
+ Lời giải tự luận kết hợp sử dụng máy tính Casio fx - 570MS
+ Lựa chọn đáp án bằng phép thử
+ Lựa chọn đáp án bằng phép thử kết hợp sử dụng máy tính Casio fx - 570MS
+ Lựa chọn đáp án bằng phép đánh giá"
70,Chinh Phục Bài Tập Điền Từ Tiếng Anh,https://khosachonline.com/sach/chinh-phuc-bai-tap-dien-tu-tieng-anh,Tài Liệu Học Tập,Lovebook,"Giới thiệu sơ lược: 
+ Có hướng dẫn phương pháp học kỹ càng
+ Có lời giải chi tiết cho bài tập
+ Hệ thống bài tập được phân theo các chủ đề thường gặp để học sinh có thể học dễ dàng hơn cũng như trau dồi vùng kiến thức mà mình bị hổng"
71,Bộ Đề Luyện Thi Trắc Nghiệm Thpt Môn Tiếng Anh,https://khosachonline.com/sach/bo-de-luyen-thi-trac-nghiem-thpt-mon-tieng-anh,Tài Liệu Học Tập,Nguyệt Ca,"Nội dung chính: Tổng hợp đề thi thử THPT Quốc gia môn Tiếng Anh có đáp án và hướng dẫn làm bài
Năm phát hành: 2017
Số trang: 300
Giới thiệu sơ lược: Sách gồm 20 đề Tiếng Anh ôn luyện chuẩn bị kỳ thi THPT Quốc gia"
72,1260 Câu Hỏi Trắc Nghiệm Lịch Sử Lớp 12 - Có Đáp Án,https://khosachonline.com/sach/1260-cau-hoi-trac-nghiem-lich-su-lop-12-co-dap-an,Tài Liệu Học Tập,Trường Ngọc Thơi,"Giới thiệu sơ lược: Cuốn sách ""1260 câu hỏi trắc nghiệm Lịch sử lớp 12 - Trường Ngọc Thơi"" giúp các em học sinh học tập, rèn luyện, các thầy cô giáo, các bậc phụ huynh tham khảo. Các câu hỏi trắc nghiệm vừa phát huy được tính tư duy tích cực của học sinh trong việc học tập môn Lịch sử, vừa đảm bảo tính vừa sức đối với học sinh lớp 12 theo chương trình và SGK Lịch sử lớp 12 mới. Nội dung cuốn sách: 
Phần I. Lịch sử thế giới
+ Chương I. Bối cảnh quốc tế sau chiến tranh thế giới thứ II
+ Chương II. Liên Xô và các nước Đông Âu (1945 - 1991). Liên bang Nga
+ Chương III. Các nước Á, Phi, Mỹ, La-tinh (1945 - 2000)
+ Chương IV. Mỹ, Tây Âu, Nhật Bản (1945 - 2000)
+ Chương V. Quan hệ quốc tế (1945 - 2000)
+ Chương VI. Cách mạng khoa học - công nghệ và xu hướng toàn cầu hóa
+ Tổng kết lịch sử thế giới hiện đại từ sau chiến tranh thế giới thứ hai đến năm 2000
Phần II. Lịch sử Việt Nam
+ Chương I. Việt Nam từ năm 1919 đến năm 1930
+ Chương II. Việt Nam từ năm 1930 đến năm 1945
+ Chương III. Việt Nam từ năm 1945 đến năm 1954
+ Chương IV. Việt Nam từ năm 1954 đến năm 1975
+ Chương V. Việt Nam từ năm 1975 đến năm 2000
+ Tổng kết lịch sử Việt Nam từ 1919 đến năm 2000
Đáp án các câu hỏi trắc nghiệm
 "
73,Bộ Đề Luyện Thi Thpt Quốc Gia Môn Ngữ Văn,https://khosachonline.com/sach/bo-de-luyen-thi-thpt-quoc-gia-mon-ngu-van,Tài Liệu Học Tập,Lê Quang Hưng - Nguyễn Việt Hùng,"Giới thiệu sơ lược: Sách có cấu trúc 3 phần:
+ Phần mở đầu: Giới thiệu cấu trúc đề thi THPT Quốc gia môn Ngữ Văn và hướng dẫn cách làm bài thi hiệu quả cùng một số lưu ý khi làm bài cho học sinh
+ Phần đề thi: Giới thiệu 20 đề luyện thi cho học sinh ôn luyện và thử sức
+ Phần hướng dẫn giải và đáp án: Hướng dẫn làm bài chi tiết cho những câu hỏi đòi hỏi khả năng vận dụng kiến thức tổng hợp, đánh giá năng lực của học sinh và cung cấp đáp án cho những câu hỏi kiểm tra kiến thức đơn thuần"
74,Cẩm Nang Giải Nhanh Bài Tập Bằng Công Thức Hóa Học Hữu Cơ,https://khosachonline.com/sach/cam-nang-giai-nhanh-bai-tap-bang-cong-thuc-hoa-hoc-huu-co,Tài Liệu Học Tập,Cao Thiên An,"Giới thiệu sơ lược: 
+ Phần 1. Các công thức giải nhanh bài tập Hóa học: Gồm 40 công thức giải nhanh của các dạng bài tập thường gặp trong Hóa hữu cơ. Ở mỗi công thức, có minh họa bằng 5 ví dụ.
+ Phần 2. Tóm tắt lý thuyết và bài tập trắc nghiệm thuộc 10 chương Hóa học hữu cơ. Đó là:
1. Đại cương về Hóa học hữu cơ
2. Hidrocacbon no
3. Hidrocacbon không no
4. Hidrocacbon thơm - nguồn Hidrocacbon thiên nhiên
5. Dẫn xuất Halogen - Ancol - Phenol
6. Andehit - Xeton - Axit Cacbonxylic
7. Este - Lipit
8. Cacbonhidrat
9. Amin - Amino Axit - Protein
10. Polime và vật liệu Polime"
75,Kỹ Thuật Giải Nhanh Các Dạng Bài Tập Trắc Nghiệm Hóa Học Đại Cương - Vô Cơ,https://khosachonline.com/sach/ky-thuat-giai-nhanh-cac-dang-bai-tap-trac-nghiem-hoa-hoc-dai-cuong-vo-co,Tài Liệu Học Tập,Đỗ Xuân Hưng,"Giới thiệu sơ lược: Sách gồm có 18 chuyên đề:
+ Chuyên đề 1. Phương pháp áp dụng định luật bảo toàn khối lượng và bảo toàn nguyên tố
+ Chuyên đề 2. Phương pháp tăng giảm khối lượng
+ Chuyên đề 3. Phương pháp áp dụng định luật bảo toàn điện tích
+ Chuyên đề 4. Phương pháp trung bình
+ Chuyên đề 5. Phương pháp áp dụng định luật bảo toàn electron
+ Chuyên đề 6. Giải toán bằng phương trình ion thu gọn
+ Chuyên đề 7. Phương pháp đường chéo
+ Chuyên đề 8. Phương pháp đồ thị trong giải toán Hóa học
+ Chuyên đề 9. Phương pháp giải toán CO2, SO2 tác dụng với dung dịch kiềm - muối cacbonat
+ Chuyên đề 10. Phương pháp giải toán điện phân
+ Chuyên đề 11. Phương pháp quy đổi
+ Chuyên đề 12. Phương pháp tự chọn lượng chất
+ Chuyên đề 13. Phương pháp lập sơ đồ hợp thức của quá trình chuyển hóa
+ Chuyên đề 14. Phương pháp sử dụng công thức nhanh
+ Chuyên đề 15. Mối quan hệ giữa các đại lượng
+ Chuyên đề 16. Phương pháp giải bài tập về Nhôm
+ Chuyên đề 17. Phương pháp giải bài tập về Sắt
+ Chuyên đề 18. Một số vấn đề về nhận biết chất vô cơ"
76,Giải Thích Ngữ Pháp Tiếng Anh,https://khosachonline.com/sach/giai-thich-ngu-phap-tieng-anh,Tài Liệu Học Tập,Đại Lợi - Hương Giang,"Nội dung chính: Tài liệu ôn thi THPT Quốc gia môn Tiếng Anh, Ngữ pháp môn Tiếng Anh
Giới thiệu sơ lược: 
+ Tổng hợp những vấn đề ngữ pháp Tiếng Anh cơ bản thông dụng nhất
+ Giải thích rõ ràng, dễ hiểu các cách dùng và quy luật mà người học cần nắm vững
+ Các dạng bài tập phong phú giúp người học củng cố và nâng cao kiến thức"
77,45 Đề Trắc Nghiệm Môn Tiếng Anh,https://khosachonline.com/sach/45-de-trac-nghiem-mon-tieng-anh,Tài Liệu Học Tập,Vĩnh Bá,Tuyển chọn 45 đề trắc nghiệm môn Tiếng Anh có đáp án - Tài liệu ôn thi tốt nghiệp THPT Quốc gia và tuyển sinh vào đại học
78,Ôn Luyện Thi Trắc Nghiệm Thpt Quốc Gia Môn Toán,https://khosachonline.com/sach/on-luyen-thi-trac-nghiem-thpt-quoc-gia-mon-toan,Tài Liệu Học Tập,Lương Đức Trọng - Nguyễn Như Thắng - Kiều Trung Thủy,"Phần 1. Định hướng chung kỳ thi THPT Quốc gia và tuyển sinh Đại học, Cao đẳng hệ chính quy môn Toán
Phần 2. Nội dung ôn luyện
Chương 1. Hàm số
+ Chuyên đề 1.1. Tính đơn điệu của hàm số
+ Chuyên đề 1.2. Cực trị của hàm số
+ Chuyên đề 1.3. Giá trị lớn nhất và giá trị nhỏ nhất của hàm số
+ Chuyên đề 1.4. Đường tiệm cận
+ Chuyên đề 1.5. Đồ thị hàm số
+ Chuyên đề 1.6. Tiếp tuyến – tương giao đồ thị hàm số
Chương 2. Hàm số mũ và hàm số logarit
+ Chuyên đề 2.1. Các bài tạp vận dụng các công thúc biến đổi
+ Chuyên đề 2.2. Hàm số mũ và logarit
+ Chuyên đề 2.3. Tính đơn điệu của hàm số mũ và logarit
+ Chuyên đề 2.4. Đồ thị hàm số
+ Chuyên đề 2.5. Phương trình mũ
+ Chuyên đề 2.6. Bất phương trình mũ
+ Chuyên đề 2.7. Phương trình logarit
+ Chuyên đề 2.8. Bất phương trình logarit

Chương 3. Nguyên hàm – Tích phân
+ Chuyên đề 3.1. Nguyên hàm – Tích phân các hàm cơ bản
+ Chuyên đề 3.2. Phương pháp biến đổi
+ Chuyên đề 3.3. Phương pháp tích phân từng phần
+ Chuyên đề 3.4. Tính diện tích hình phẳng
+ Chuyên đề 3.5. Tính thể tích khối tròn xoay
Chương 4. Số phức
+ Chuyên đề 4.1. Tìm các yếu tố liên quan đến số phức
+ Chuyên đề 4.2. Biểu diễn hình học của số phức
Chương 5. Khối đa diện
+ Chuyên đề 5.1. Các bài toán về thể tích của khối đa diện
+ Chuyên đề 5.2. Các bài toán về khoảng cách trong không gian
Chương 6.  Khối tròn xoay
+ Chuyên đề 6.1. Hình nón
+ Chuyên đề 6.2. Mặt trụ
+ Chuyên đề 6.3. Mặt cầu
Chương 7. Phương pháp tọa độ trong không gian
+ Chuyên đề 7.1. Các bài toán về tọa độ điểm
+ Chuyên đề 7.2. Các bài toán về phương trình mặt cầu
+ Chuyên đề 7.3. Các bài toán về phương trình mặt phẳng
+ Chuyên đề 7.4. Các bài toán về phương trình đường thẳng
+ Chuyên đề 7.5. Các bài toán tổng hợp
Chương 8. Một số đề thi mẫu
 "
79,Trắc Nghiệm Toán 12 - Có Đáp Án,https://khosachonline.com/sach/trac-nghiem-toan-12-co-dap-an,Tài Liệu Học Tập,Đoàn Quỳnh,"Nội Dung Cuốn Sách Trắc Nghiệm Toán 12 Gồm 2 Phần:
Phần Một: Giải Tích.
Phần Hai: Hình Học.
Mỗi phần gồm các chương, được trình bày theo thứ tự như trong sách giáo khoa ( SGK ) Giải tích 12 và SGK Hình Học hiện hành."
80,Chinh Phục Câu Hỏi Lý Thuyết Và Kỹ Thuật Giải Nhanh Hiện Đại Vật Lý,https://khosachonline.com/sach/chinh-phuc-cau-hoi-ly-thuyet-va-ky-thuat-giai-nhanh-hien-dai-vat-ly,Tài Liệu Học Tập,Chu Văn Biên,"Từ năm 2015, kì thi Quốc Gia sẽ thay thế cho hai kì thi Tốt nghiệp THPT và kì thi Tuyển sinh đại học. Đây là ý tưởng một kì thi, hai mục đính: xét tốt nghiệp và tuyển sinh đại học. Trong kì thi Quốc Gia môn Vật Lý thi theo hình thức trắc nghiệm với thời lượng 90 phút. Theo thông báo của Bộ, mức độ đề thi tương đương với đề thi tuyển sinh đại học năm 2014.
Với hình thức trắc nghiệm, các nội dung kiến thức được đề cập trong đề thi rất rộng, bao phủ kín toàn bộ chương trình nên không thể học tủ. Đặc biệt, khi học lý thuyết các em không nên học thuộc mà học hiểu. Bởi vì các câu hỏi trắc nghiệm vật lý thường có mức độ bao quát nhiều nội dung vật lý. Trong nhiều trường hợp mặt dù người giáo viên có trình bày tài liệu một cách mạch lạc, hợp lôgích, phát biểu định luật chính xác, làm thí nghiệm đúng yêu cầu, qui tắc và có kết quả chính xác thì đó chỉ là điều kiện cần chứ chưa đủ để học sinh hiểu và nắm sâu sắc kiến thức. Thông qua việc giải quyết các câu trắc nghiệm định tính, học sinh mới hiểu được bản chất vật lý nằm ẩn sau các hiện tượng mà các em đã học.
Chinh Phục Câu Hỏi Lý Thuyết VàKỹ Thuật Giải Nhanh Hiện Đại Vật Lý được biên soạn giúp các em giải quyết hết các câu hỏi trắc nghiệm định tính Vật Lý có trong kì thi Quốc Gia:
Đó là sự tích hợp 3 trong 1:
+ Hướng ôn Lý thuyết Vật lý thi Quốc Gia
+ Hướng dẫn giải nhanh một số đề vật lý hay của Bộ GD&ĐT trong 90 phút
+ Tra cứu nhanh phương pháp giải các dạng toán.
Mục tiêu của tác giả khi viết là bám sát yêu cầu của đề thi Quốc Gia nhằm giúp cho học sinh ôn thi hiệu quả. Những nội dung không phù hợp với chương trình thi đã được loại bỏ.
Tác giả đã cố gắng cập nhật các bài toán mới lạ cũng như một số cách giải hay và phương pháp tư duy mới vào cuốn sách này. Cuốn sách là tài liệu thiết thực giúp các em học sinh học tập có hiệu quả. Ngoài ra, cuốn sách này là tài liệu tham khảo hữu ích cho các Thầy, Cô giáo giảng dạy Vật lý.
 "
81,Câu Hỏi Và Bài Tập Trắc Nghiệm Toán 12 - Có Giải Chi Tiết,https://khosachonline.com/sach/cau-hoi-va-bai-tap-trac-nghiem-toan-12-co-giai-chi-tiet,Tài Liệu Học Tập,Nguyễn Phú Khánh - Huỳnh Đức Khánh,"Câu hỏi và bài tập trắc nghiệm Toán 12 - Có đáp án
Sách gồm 5 chủ đề về Đại số - Giải tích và 3 chủ đề về Hình học trong chương trình Toán 12
 "
82,Công Nghệ Blockchain,https://khosachonline.com/sach/cong-nghe-blockchain,Công Nghệ Thông Tin,Nhiều tác giả,"Blockchain là chủ đề đang vô cùng nóng trên toàn cầu hiện nay. Nó cùng với Bitcoin và tiền kỹ thuật số trở thành đề tài bàn luận trên rất nhiều mặt báo và trong những cuộc trò chuyện của mọi người. Tuy nhiên, khi nói về blockchain vẫn còn nhiều tranh cãi. Có người lo lắng rằng Bitcoin có thể chỉ là bong bóng, nhiều người cho rằng công nghệ phía sau nó là một sự đột phá, và công nghệ ấy sẽ tiếp tục con đường của mình cho đến khi được chấp nhận và tích hợp với Internet.
Thậm chí, Jamie Dimon, CEO của JP Morgan, người đã gay gắt phản đối Bitcoin và gây ra nhiều lo lắng cho cộng đồng tiền kỹ thuật số cũng đã đồng ý rằng, công nghệ DLT (công nghệ sổ cái phân tán - distributed ledger technology) có tiềm năng rất lớn để thay đổi ngành tài chính và các ngành khác. Hơn nữa, JP Morgan cùng với nhiều ngân hàng đã tiến hành kiểm tra blockchain cho những trường hợp sử dụng khác nhau trong thực tế.
Vậy thì Blockchain thực chất là gì? Nó có thể ứng dụng vào những lĩnh vực nào trong cuộc sống và tại sao nó lại được quan tâm như vậy?"
83,Laravel 5 Cookbook Enhance Your Amazing Applications,https://khosachonline.com/sach/laravel-5-cookbook-enhance-your-amazing-applications,Công Nghệ Thông Tin,Nathan Wu,"Learning Laravel 5: Building Practical Applications is the easiest way to learn web development using Laravel. Throughout 5 chapters, instructor Nathan Wu will teach you how to build many real-world applications from scratch. This bestseller is also completely about you. It has been structured very carefully, teaching you all you need to know from installing your Laravel 5.1 app to deploying it to a live server.

When you have completed this book you will have created a dynamic website and have a good knowledge to become a good web developer.

We first start with the basics. You will learn some main concepts and create a simple website. After that we progress to building more advanced web applications.

Learn by doing!"
84,Giáo Trình Thuật Toán (Introduction To Algorithms ),https://khosachonline.com/sach/giao-trinh-thuat-toan-introduction-to-algorithms,Công Nghệ Thông Tin,"Thomas H. Cormen - Charles E. Leiserson,","Có nhiều quyển sách thuật toán được trình bày chặt chẽ nhưng không đầy đủ về nội dung, trong khi nhiều quyển khác chứa đựng nhiều nội dung nhưng lại thiếu sự chặt chẽ toán học. Introduction to Algorithms là một quyển sách kết hợp cả tính chặt chẽ và tính toàn diện về nội dung.

Quyển sách đề cập đến các thuật toán theo một diện rộng và sâu sắc, nhưng vẫn được trình bày sao cho mọi đối tượng độc giả đều có thể tiếp thu được. Mỗi chương là một đơn vị kiến thức độc lập và có thể làm thành một bài học giảng dạy. Các thuật toán được mô tả bằng tiếng Anh dưới dạng mã giả mà bất kỳ ai biết ít nhiều về lập trình cũng có thể hiểu được. Trong khi đó, phần diễn giải được trình bày một cách đơn giản nhất nhưng vẫn không thiếu chiều sâu và những chứng minh toán học chặt chẽ.

Được sự quan tâm của rất nhiều lập trình viên và sinh viên các trường đại học trên khắp thế giới, ấn bản thứ hai (second edition) của Introduction to Algorithms đã thật sự tạo nên một hiện tượng trong lĩnh vực thuật toán. Với tính chất rõ ràng, toán học chặt chẽ, trong khi vẫn có thể tiếp cận được bởi những người không am hiểu toán học, quyển sách đã thiết lập nên một tiêu chuẩn cho sách giáo khoa; đồng thời là tài liệu tham khảo tốt nhất cho việc giải những bài toán tin học."
85,Linux All-In-One For Dummies - 5Th Edition,https://khosachonline.com/sach/linux-all-in-one-for-dummies-5th-edition,Công Nghệ Thông Tin,Emmett Dulaney,"Linux All-in-One For Dummies giải thích mọi thứ bạn cần để bắt đầu và chạy với hệ điều hành Linux phổ biến. Được viết trong phong cách thân thiện và dễ tiếp cận, cuốn sách lý tưởng cho người mới dùng Linux và người đã có một ít kinh nghiệm với hệ điều hành này, cũng như bất kỳ ai đang học chứng chỉ Linux cấp độ 1. Bốn phần bên trong sách bao gồm các vấn đề cơ bản của Linux, làm sao để tương tác với nó, các vấn đề về mạng, dịch vụ Internet, quản trị, bảo mật, kịch bản scripting và chứng chỉ cấp 1.
Bao gồm tất cả mọi thứ người mới bắt đầu cần biết để thâm nhập vào thế giới khổng lồ của Linux, Linux All-in-One For Dummies, 5th Edition là tài nguyên và tài liệu tham khảo cuối cùng cho các chuyên gia tham vọng.
Tất cả những gì bạn cần để khởi đầu thu bé lại vừa bằng một quyển sách. Thật là tuyệt vời!
Table of Contents
Introduction 1
Book I: Getting Started with Linux 7
Chapter 1: Introducing Linux 9
Chapter 2: Installing Linux 29
Chapter 3: Troubleshooting and Configuring Linux 37
Chapter 4: Trying Out Linux 57
Book II: Linux Desktops 67
Chapter 1: GNOME, Unity, Cinnamon, and MATE 69
Chapter 2: The KDE Desktop 79
Chapter 3: Commanding the Shell 89
Chapter 4: Navigating the Linux File System 109
Chapter 5: Introducing Linux Applications 127
Chapter 6: Using Text Editors 139
Book III: Networking 151
Chapter 1: Connecting to the Internet 153
Chapter 2: Setting Up a Local Area Network 167
Chapter 3: Going Wireless 179
Chapter 4: Managing the Network 189
Book IV: The Internet 203
Chapter 1: Browsing the Web 205
Chapter 2: Reading Newsgroups and RSS Feeds 217
Chapter 3: Using FTP 231
Chapter 4: Hosting Internet Services 241
Chapter 5: Managing Mail and News Servers 257
Chapter 6: Managing DNS 279
Book V: Administration 299
Chapter 1: Introducing Basic System Administration 301
Chapter 2: Managing Users and Groups 337
Chapter 3: Managing File Systems 351
Chapter 4: Working with Samba and NFS 373
Book VI: Security 381
Chapter 1: Introducing Linux Security 383
Chapter 2: Securing Linux 399
Chapter 3: Computer Security Audits and Vulnerability Testing Types 429
Book VII: Scripting 443
Chapter 1: Introductory Shell Scripting 445
Chapter 2: Advanced Shell Scripting 457
Chapter 3: Programming in Linux 465
Book VIII: Linux Certification 489
Chapter 1: Studying for the Linux Essentials Certification Exam 491
Chapter 2: Studying for the CompTIA Linux+ Powered by LPI Certification Exams 501
Chapter 3: Other Linux Certifications 517
 "
86,Giải Thuật Và Lập Trình,https://khosachonline.com/sach/giai-thuat-va-lap-trinh,Công Nghệ Thông Tin,Lê Minh Hoàng,"Nếu bạn là người đam mê tin học, nếu bạn là người muốn khám phá về lập trình, hẳn bạn phải biết đến một cuốn sách tin học rất nổi tiếng ở Việt Nam trong nhiều năm trở lại đây. Từ những học sinh không chuyên đến những thành viên đội tuyển thi quốc tế tin học, có lẽ không một ai chưa từng học qua cuốn sách được biên soạn bởi một thầy giáo trẻ những đầy tài năng của trường Đại học Sư phạm Hà Nội, thầy Lê Minh Hoàng.

Mục lục:

PHẦN 1 – BÀI TOÁN LIỆT KÊ
 1-Nhắc lại một số kiến thức đại số tổ hợp
2-Phương pháp sinh
3-Thuật toán quay lui
4-Kỹ thuật nhánh cận

PHẦN 2 – CẤU TRÚC DỮ LIỆU VÀ GIẢI THUẬT
 1-Các bước cơ bản khi tiến hành giải các bài toán tin học
2-Phân tích thời gian thực hiện giải thuật
3-Đệ quy và giải thuật đệ quy
4-Cấu trúc dữ liệu biểu diễn danh sách
5-Ngăn xếp và hàng đợi
6-Cây
7-Ký pháp tiền tố, trung tố và hậu tố
8-Sắp xếp
9-Tìm kiếm

PHẦN 3 – QUY HOẠCH ĐỘNG
 1-Công thức truy hồi
2-Phương pháp quy hoạch động
3-Một số bài toán quy hoạch động

PHẦN 4 – CÁC THUẬN TOÁN TRÊN ĐỒ THỊ
 1-Các khái niệm cơ bản
2-Biểu diễn đồ thị trên máy tính
3-Các thuật toán tìm kiếm trên đồ thị
4-Tính liên thông của đồ thị
5-Vài ứng dụng của các thuật toán tìm kiếm trên đồ thị
6-Chu trình Euler, đường euler, đồ thị euler
7-Chu trình Hamilton, đường đi Hamilton, Đồ thị Hamilton
8-Bài toán đường đi ngắn nhất
9-Bài toán cây khung nhỏ nhất
10-Bài toán luồng cực đại trên mạng
11-Bài toán tìm bộ ghép cực đại trên đồ thị hai phía
12-Bài toán tìm bộ ghép cực đại với trọng số cực tiểu trên đồ thị hai phía – thuật toán Hungari
13-Bài toán tìm bộ ghép cực đại trên đồ thị"
87,Beginning Programming With Java For Dummies - 4Th Edition,https://khosachonline.com/sach/beginning-programming-with-java-for-dummies-4th-edition,Công Nghệ Thông Tin,Barry A. Burd,"A practical introduction to programming with Java
Beginning Programming with Java For Dummies, 4th Edition is a comprehensive guide to learning one of the most popular programming languages worldwide. This book covers basic development concepts and techniques through a Java lens. You'll learn what goes into a program, how to put the pieces together, how to deal with challenges, and how to make it work. The new Fourth Edition has been updated to align with Java 8, and includes new options for the latest tools and techniques.
Java is the predominant language used to program Android and cloud apps, and its popularity is surging as app demand rises. Whether you're just tooling around, or embarking on a career, Beginning Programming with Java For Dummies, 4th Edition is a great place to start. Step-by-step instruction, easy-to-read language, and quick navigation make this book the perfect resource for new programmers. You'll begin with the basics before moving into code, with simple, yet detailed explanations every step of the way. Topics include:
Learn the language with sample programs and the Java toolkit
Familiarize yourself with decisions, conditions, statements, and information overload
Differentiate between loops and arrays, objects and classes, methods and variables
The book also contains links to additional resources, other programming languages, and guidance as to the most useful classes in the Java API. If you're new to programming languages, Beginning Programming with Java For Dummies, 4th Edition provides the instruction and practice you need to become a confident Java programmer."
