,Title,Link,Genre,Author,Description
10,100 Cách Chữa Bệnh Tóc Và Da,https://khosachonline.com/sach/100-cach-chua-benh-toc-va-da,Y Học - Sức Khỏe,TS. Lê Nguyệt Nga - TS. Nguyễn Cúc Hoa,"Làm gì khi bị rụng tóc là một vấn đề không chỉ được các chị em phụ nữ mà cánh đàn ông cũng rất quan tâm. Để mái tóc chắc khỏe không bị gãy rụng bạn cần tìm hiểu các nguyên nhân gây rụng tóc để có các biện pháp chăm sóc tóc cho phù hợp. Nếu bạn có mái tóc bị rụng nhiều hãy tham khảo về cách chăm sóc tóc dưới đây nhé. Làn da và mái tóc không chỉ biểu hiện vẻ đẹp bên ngoài mà còn trực tiếp phản ánh tình trạng sức khoẻ bên trong cơ thể của mỗi người. Do vậy, việc chǎm sóc mái tóc và làn da là điều thật cần thiết, nhất là khi gặp các chứng bệnh về tóc và da."
11,Kama Sutra Tiếng Việt,https://khosachonline.com/sach/kama-sutra-tieng-viet,Y Học - Sức Khỏe,Mallanaga Vatsyayana,"Kama Sutra Tiếng Việt có hình minh hoạ
Kama Sutra (tiếng Phạn: कामसूत्र, Kāmasūtra) là một cuốn sách Ấn Độ cổ, biên khảo về tình dục được viết bằng tiếng Phạn. Tác phẩm gồm 7 phần, với khoảng 1.250 khổ thơ được cho là do thiền sư Bà la môn Mallanaga Vatsyayana, sống ở Pataliputra, phía bắc Ấn Độ, viết vào thế kỷ thứ III.

Đây được coi là một trong những cuốn sách lâu đời nhất về tình dục học của nhân loại, cung cấp cho người đọc những kiến thức về tình yêu & quan hệ vợ chồng

Phần quan trọng và nổi bật nhất trong cuốn sách kinh điển này nói về các tư thế quan hệ tình dục được minh họa bằng hình ảnh

Cuốn sách còn bàn luận về những khía cạnh độc đáo trong đời sống tình dục như kích thước, thời điểm, sự hòa hợp nam nữ...

Từ đó đưa ra những lời khuyên hữu ích trong chuyện quan hệ đôi lứa, đưa tình dục trở thành một nghệ thuật đem đến hạnh phúc cho con người."
12,500 Điều Cấm Kỵ Trong Cuộc Sống Hiện Đại,https://khosachonline.com/sach/500-dieu-cam-ky-trong-cuoc-song-hien-dai,Y Học - Sức Khỏe,Hoàng Bắc,"Cuộc sống thật muôn màu muôn vẻ. Kinh tế phát triển, đời sống nâng cao, xã hội văn minh, nhân loại tiến bộ và cũng không ít điều phức tạp. Có những điều từ xưa đến nay người ta vẫn làm, vẫn cho là hay, là đúng, nay qua cuộc sống thực, khoa học lại nói rằng không nên làm vì không có lợi cho sức khoẻ. Ví dụ như ăn cơm xong uống một chén nước chè là chuyện cả ngàn năm nay ai cũng làm như vậy, hay như sau bữa cơm có ít trái cây là điều mong mỏi của nhiều gia đình hoặc thú gì bằng được uống cốc bia ướp lạnh. Vậy mà cuốn sách này lại nói là không nên, là kiêng kỵ.Sao vậy ? Trong cuốn “ Sách cho mọi nhà ” (N.X.B. Phụ Nữ 1997) tôi đã giới thiệu cả một chương nói về “ Bệnh văn minh trong xã hội đương đại ”.Trong cuốn sách này, tôi tập hợp và giới thiệu với bạn đọc“ 500 điều cấm kỵ trong cuộc sống hiện đại ” với mong muốn giúp các bạn sống khoẻ hơn, sống lâu hơn, sống hạnh phúc hơn.
Mục lục
PHẦN 1 : TRẺ THƠ VÀ NHỮNG ĐIỀU CẤM KỴ
PHẦN 2 : PHỤ NỮ VÀ NHỮNG ĐIỀU CẤM KỴ
PHẦN 3 : THANH NIÊN VÀ NHỮNG ĐIỀU CẤM KỴ
PHẦN 4 : NHỮNG ĐIỀU CẤM KỴ VỀ NGƯỜI GIÀ
PHẦN 5 : NHỮNG ĐIỀU CẤM KỴ VỀ ĂN UỐNG"
13,Những điều bạn muốn biết về hoạt động giới tính nhưng ngại hỏi,https://khosachonline.com/sach/nhung-dieu-ban-muon-biet-ve-hoat-dong-gioi-tinh-nhung-ngai-hoi,Y Học - Sức Khỏe,Trường Đức và Bs Ngô Thị Ngân Hà,"Giới thiệu về nội dung Giáo dục giới tính, là hệ thống các biện pháp y khoa và sư phạm nhằm giáo dục cho thiếu nhi, thiếu niên và thanh niên có thái độ đúng đắn đối với các vấn đề giới tính. Nhiệm vụ của giáo dục giới tính là tạo điều kiện cho sự phát triển cân đối hài hoà của giới trẻ, cho sự hình thành đầy đủ giá trị chức năng sinh sản ... là mục tiêu của cuốn ebook Những điều bạn muốn biết về hoạt động giới tính nhưng ngại hỏi này."
14,230 lời giải về bệnh tật trẻ em,https://khosachonline.com/sach/230-loi-giai-ve-benh-tat-tre-em,Y Học - Sức Khỏe,Chưa Rõ,"Bé bị bệnh - Bạn cần phải làm gì? Việc đầu tiên là quan sát bé kĩ để nói cho bác sĩ biết những triệu chứng của bệnh. Vì ở bên con, nên các bà mẹ dễ nhận được ngay sự thay đổi bất thường qua nét mặt, tính tình, sự hoạt động của con."
15,Làm Thế Nào Để Giảm Cholesterol,https://khosachonline.com/sach/lam-the-nao-de-giam-cholesterol,Y Học - Sức Khỏe,M.D.Jo McGowan Chopra,"50 Phương Thức Giúp Bạn Tự Mình Chủ Động Làm Giảm Lượng Cholesterol Trong Máu"" dành một số đề mục nói về chế độ ăn uống, tầm quan trọng của rèn luyện thể lực và việc bỏ thuốc lá, bởi vì chúng không chỉ liên quan đến Cholesterol mà còn ảnh hưởng chung đến sức khỏe cũng như việc ngăn ngừa bệnh tim và chứng đột quy.Phần cuối của cuốn sách là những thông tin chi tiết về từng loại thuốc được sử dụng để làm giảm Cholesterol. Đây là những thông tin bao quát nhất đã từng được công bố về những loại thuốc này và trình bày theo một cách thiết thực, dễ hiểu nhất..."
16,Viêm gan - Biết để sống tốt hơn,https://khosachonline.com/sach/viem-gan-biet-de-song-tot-hon,Y Học - Sức Khỏe,Nguyễn Minh Tiến,"Gan là một trong những cơ quan rất quan trọng của cơ thể nhưng cũng rất thường bị lãng quên. Trừ khi chúng ta đã có một vấn đề nào đó với các chức năng của gan, bằng không thì chúng ta rất ít khi quan tâm đến những công việc mà cơ quan này vẫn âm thầm thực hiện.Cuốn sách Viêm Gan, Biết Để Sống Tốt Hơn được biên soạn nhằm cung cấp cho những ai quan tâm có được những thông tin tối thiểu, những hiểu biết cơ bản nhất về gan và các chứng viêm gan."
17,Giới tính tuổi hoa,https://khosachonline.com/sach/gioi-tinh-tuoi-hoa,Y Học - Sức Khỏe,J.P.Maxlova,"Tuổi vị thành niên chính là thời kỳ của những thay đổi lớn lao về mặt thể chất và tinh thần. Ý thức tình dục được thức tỉnh, những đột biến từng bước một, những xúc động lớn lao và những câu hỏi vô tận luôn được đặt ra. Những câu hỏi riêng tư kiểu như vậy liệu bạn có thể thổ lộ cùng ai? bạn trai? bố mẹ? thầy cô giáo, hay bác sĩ gia đình? Quả thật không phải bao giờ điều này cũng có thể nói ra một cách rõ ràng."
18,500 Giải đáp y học theo yêu cầu bạn đọc,https://khosachonline.com/sach/500-giai-dap-y-hoc-theo-yeu-cau-ban-doc,Y Học - Sức Khỏe,Lê Trọng Bổng,"Những câu hỏi của bạn đọc liên quan tới vấn đề sức khỏe, dinh dưỡng và dưỡng sinh, vấn đề thuốc men hay cả kể chuyện giữa nam giới và nữ giới.
Chăm sóc sức khỏe như thế nào trong cuộc sống bề bộn hàng ngày, ngay cả trong chuyện tình yêu tình dục.
Các bệnh về tai mũi, răng hàm, xương khớp và kể cả các bệnh về hệ sinh dục.
Tất cả được giải đáp trong cuốn ebook hơn 500 câu hỏi theo yêu cầu và lời giải đáp của bác sĩ.
Gửi đến tất cả các bạn đọc có nhu cầu muốn tìm hiểu về vấn đề tự chăm sóc bản thân."
19,Dinh dưỡng và thực phẩm,https://khosachonline.com/sach/dinh-duong-va-thuc-pham,Y Học - Sức Khỏe,Nguyễn Ý Đức,"Ngoài việc sử dụng thuốc men và các phương thức trị liệu, dinh dưỡng cũng giữ một vai trò rất quan trọng đối với người bệnh. Một bệnh nhân tiểu đường nếu biết cách ăn uống có thể sẽ hạn chế hậu quả xấu khi lượng đường trong máu lên quá cao... Cuốn sách này đưa ra những hướng dẫn về cách ăn uống để có thể hỗ trợ việc trị bệnh đã được nghiên cứu khoa học và thực tế chứng minh là mang lại hiệu quả cao. Một phần quan trọng - gần như trọng tâm của bộ sách này là dành để bàn tới mối tương quan giữa dinh dưỡng và các bệnh tật thường gặp như: Tiểu đường, tim mạch, huyết áp, viêm gan... Tác giả luôn dành những lời khuyên hữu ích nhằm đạt căn bản vững chắc cho cuộc sống khỏe mạnh, ít bệnh tật..."
20,Dinh Dưỡng Và Sức Khoẻ,https://khosachonline.com/sach/dinh-duong-va-suc-khoe,Y Học - Sức Khỏe,Nguyễn Ý Đức,"Một phần quan trọng - gần như trọng tâm của bộ sách - được dành để bàn đến mối tương quan giữa dinh dưỡng và các bệnh tật thường gặp như: tiểu đường, tim mạch, cao huyết áp, viêm gan, táo bón... Tác giả luôn có những lời khuyên hữu ích nhằm đặt căn bản vững chắc cho một cuộc sống khoẻ mạnh, ít bệnh tật.Nói chung, bộ sách nhắm đến trả lời phần lớn những câu hỏi liên quan đến vấn đề ăn uống, nhưng đặc biệt cung cấp cho bạn đọc một cách chi tiết hơn những gì cần biết trong việc ăn uống hằng ngày, khi đang khoẻ mạnh cũng như khi có bệnh."
21,Tố Nữ Kinh,https://khosachonline.com/sach/to-nu-kinh,Y Học - Sức Khỏe,Khuyết Danh,"File PDF có hình ảnh màu minh họa rõ ràng và đầy đủ hơn ( Nội dung 18+ , Xin quý vị không để trẻ em đọc  )
Sách Tố Nữ kinh đã tập hợp các kinh nghiệm về phòng the ngàn đời của Trung Hoa, là tác phẩm có giá trị về y học, sức khỏe rất tốt cho mọi gia đình, vì đó là niềm vui, hạnh phúc bình yên…. Để có một cuộc sống hạnh phúc và đời sống tình dục an toàn, thoải mái và có thể tránh những tai nạn phòng the đáng tiếc dễ xảy ra, các cặp vợ chồng cần lưu ý một số điều kiêng kỵ. Sách có ghi lại 6 điều không nên trong chuyện ấy như sau: 

Thứ nhất: Không được giao hợp vào ngày đầu tháng, giữa tháng và cuối tháng âm lịch. Phạm vào cấm kị này, con cái sinh ra sẽ bị thương tổn, còn mình thì “không còn giương lên được”. Trong mình lúc đó bị “dục hỏa thiêu trung”, nghĩa là hỏa thị dục thiêu đốt tâm can của mình nên nước tiểu phát ra có màu đỏ hay vàng đậm. Nhiều khi mang thêm bệnh di tinh. Tuổi thọ bị giảm.

Thứ hai: Khi có sấm sét, mưa gió, đất thảm trời sầu, động đất, tránh không được giao hợp. Giao hợp thì con cái sinh ra sẽ bị câm điếc, mù lòa hay tinh thần suy nhược. Về phương diện tâm lý, thì đứa nhỏ sẽ có một tinh thần suy nhược, đa sầu, đa cảm, luôn luôn ủ dột.

Thứ ba: Không nên giao hợp khi đã ăn quá no, hay khi đương cơn say. Phạm cấm kị này, nội tạng bị tổn thương, nước tiểu màu đỏ, mặt tái xanh, lưng đau mỏi, mình mẩy phù thũng, tuổi thọ bị rút xuống rất nhanh.

Thứ tư: Không nên giao hợp khi vừa mới đi tiểu xong. Lúc này cơ thể chưa trở về trạng thái bình thường, chưa sẵn sàng để mở ra hoạt động rất phức tạp là giao hoan. Phạm điều cấm kị này thì về sau ăn uống sẽ mất ngon, bụng phình to, tâm thần luôn luôn phiền muộn, nhiều khi lơ đãng như người mất trí.

Thứ năm: Tránh giao hợp khi người đã mất sức vì mệt nhọc như: đi bộ, lao động nặng, mệt mỏi chưa phục hồi, trong mình bải hoải. Phạm cấm kị này sẽ bị mắc bệnh suyễn, miệng khô, đường tiêu hóa bị trở ngại, các cơ quan bài tiết gặp những dao động.

Thứ sáu: Không nên giao hợp liền, khi đương nói chuyện với nữ nhân mà dương cụ nổi lên. Vi phạm điều này thì dương cụ bị thương tổn, nội tạng bị suy, lỗ tai không còn thính, tinh thần bất an, ho suyễn. Nhắc lại, 6 điều cấm kị này quan trọng đến nỗi, nếu phạm phải thì sinh bệnh, chỉ có thần dược mới chữa khỏi mà thôi.

Hải Thượng Lãn Ông trong sách Vệ sinh yếu quyết cũng có lời khuyên, không nên giao hợp “trong những khi trời đất chấn động như: mưa gió sấm chớp, nắng nóng, giá rét; khi nằm giữa trời, trong đền miếu, trước tượng vị thánh hiền, trước bếp, sau giếng, trong lúc tinh thần hay sức khỏe đang mỏi mệt, hoặc tức giận sợ hãi; khi yếu đau, đi xa mới về, say rượu, ăn no, bệnh vừa mới khỏi, hoặc khi phụ nữ đang hành kinh; những hôm thức khuya hay dậy sớm sẽ phải đi xa, lúc mới đi xa về đang mệt, đều nhất thiết phải kiêng chớ nên giao hợp, giữ gìn được thì tốt”.
 "
22,Bí mật phòng the,https://khosachonline.com/sach/bi-mat-phong-the,Y Học - Sức Khỏe,Khánh Chi,"Cuốn sách này trang bị cho các bạn sắp bước vào ngưỡng cửa hôn nhân những hành trang cần thiết cho cuộc sống lứa đôi.
Sách gồm 6 chương:
Chương 1: Những vùng gợi cảm trên cơ thể nàng
Chương 2: Đánh thức tiềm năng ""cậu bé""
Chương 3: Tạo cảm giác hưng phấn
Chương 4: Lợi ích từ chuyện ""yêu""
Chương 5: Thực phẩm giúp thăng hoa
Chương 6: Trục trặc gối chănXin giới thiệu cuốn sách cùng bạn."
23,Cẩm nang cho các bà mẹ trẻ - mang thai và sinh đẻ,https://khosachonline.com/sach/cam-nang-cho-cac-ba-me-tre-mang-thai-va-sinh-de,Y Học - Sức Khỏe,Ngọc Lan,"Thời kỳ một người phụ nữ mang thai là một thời kỳ đặc biệt, bởi trong thời gian này, người phụ nữ có sự thay đổi cả về sinh lý, tâm lý, cách ứng xử xã hội. Đây cũng chính là thời gian người phụ nữ tăng cường chế độ dinh dưỡng, cải thiện cuộc sống và trở nên dễ tiếp thu các thông tin giáo dục sức khoẻ hơn.
Trước khi có ý định mang thai, cả người cha lẫn mẹ đều cần có một thời gian chuẩn bị. Các ông bố, bà mẹ tương lai phải đặt cho mình lối sống tích cực, như không hút thuốc lá, không nghiện ma tuý, uống ít rượu và có chế độ ăn uống hợp lý. Nền tảng sức khoẻ em bé của bạn được bắt đầu bằng nền tảng sức khoẻ của cha mẹ và chế độ dinh dưỡng, chăm sóc sức khoẻ của người mẹ trong suốt quá trình mang thai. Chế độ ăn uống và cân nặng trong suốt quá trình mang thai của người mẹ có thể tiúp ngăn chặn được các bệnh hiểm nghèo trong suốt cuộc đời của em bé sau này."
24,Những điều cần biết về da,https://khosachonline.com/sach/nhung-dieu-can-biet-ve-da,Y Học - Sức Khỏe,WallE Group,"Chăm sóc da, đặc biệt là đối với da mặt đòi hỏi sự khéo léo vì làn da của chúng ta rất nhạy cảm. Da bạn dễ bị dị ứng, ngứa, nổi mụn khi tiếp xúc với điều kiện thời tiết khắc nghiệt và tác nhân gây hại cho da, điều này làm việc lựa chọn các sản phẩm cho da trở nên khó khăn và mang tính quyết định."
25,365 Lời khuyên về sức khỏe,https://khosachonline.com/sach/365-loi-khuyen-ve-suc-khoe,Y Học - Sức Khỏe,Viện thông tin thư viện y học TW,"365 lời khuyên về sức khoẻ là những lời khuyên nhằm giúp bạn tự bảo vệ sức khỏe của mình như: xử lý nhanh với những vấn đề về sức khoẻ hàng ngày, những vấn đề chính về phòng bệnh, phát hiện và trị bệnh, thực phẩm và sức khỏe, mối liên quan giữa cảm xúc và sức khoẻ, các vấn đề về sức khỏe riêng của phái nữ và phái nam, hạnh phúc và sức khoẻ trong cuộc sống tình dục, khỏe để đi du lịch...
Sức khỏe là vốn quý nhất của con người nên việc bảo vệ sức khỏe là điều vô cùng quan trọng bạn cần làm mỗi ngày, không những cho mình mà còn hỗ trợ những người trong gia đình, bạn bè, người thân... Sách còn nói đến các cách thức kiểm tra sức khỏe liên quan tới thói quen sinh hoạt của mỗi người.

Nội dung tài liệu Sức khỏe là vốn quý nhất của con người:

- Những lời khuyên để bảo vệ sức khỏe
- Sống cuộc sống lành mạnh
- Những biện pháp bảo vệ sức khỏe hằng ngày
- Các bài kiểm tra về sức khỏe"
26,Để lành bệnh tự nhiên,https://khosachonline.com/sach/de-lanh-benh-tu-nhien,Y Học - Sức Khỏe,Trần Viết Hài Đồng,"Nguyên tác: Sách này phần lớn biên soạn dựa vào tác phẩm “Health and Healing (1983, rev. 2004)”của Bác sĩ Andrew Weil.)"
27,Những bài thuốc trị bệnh bằng trái cây,https://khosachonline.com/sach/nhung-bai-thuoc-tri-benh-bang-trai-cay,Y Học - Sức Khỏe,"Hà Duyệt Phi, Vương Lợi Kiệt","Trong trái cây tươi có nhiều thành phần rất cần thiết cho cơ thể người như các loại vitamin, hợp chất cacbon, protein, lipit, xenluylô, các chất khoáng v.v... Dùng trái cây làm ""thuốc"" chữa bệnh chẳng những ít gây ảnh hưởng phụ như các loại thuốc tân dược, mà còn có tác dụng làm cân bằng sinh lý cơ thể, lại ăn ngon miệng."
28,Bác sĩ giải đáp về chuyện ấy,https://khosachonline.com/sach/bac-si-giai-dap-ve-chuyen-ay,Y Học - Sức Khỏe,Ferederic Rossiter,"Phần lớn mọi người nghĩ rằng, họ đã biết tất cả những gì cần biết về tình dục, nhưng theo các chuyên gia trong lĩnh vực này, rất nhiều cặp vợ chồng không biết cả những điều tối thiểu. Việc xem sách vở qua quýt khiến người ta thiếu kiến thức hoặc có những quan niệm sai lầm về tình dục, và điều này làm mất đi nhiều niềm vui mà đáng lẽ họ được hưởng trong cuộc sống.

Bằng hình thức trò chuyện giữa bác sĩ với hai vợ chồng, cuốn Bác sĩ giải đáp về chuyện ấy của giáo sư Ferederic Rossiter (Nguyễn Anh Tuấn dịch) có thể đem lại cho người đọc các thông tin tương đối đầy đủ đời sống tình dục, khắc phục những quan niệm sai lạc mà mỗi người đều có thể mắc phải. Sách được Nhà xuất bản Y học ấn hành năm 1998, hiện nay sách được chúng tôi đăng tải và đọc miễn phí tại Sachvui.com""."
